id,model,topic,difficulty,format_pass,followup_valid,three_bullets,content_precision,content_recall,content_f1,key_term_recall,unsupported_rate,content_alignment,word_count,boilerplate,grammar_flag_count,grammar_flags,summary_opening
codex_0469,base,data_preprocessing,intro,True,True,True,0.36538461538461536,0.2878787878787879,0.3220338983050848,0.34782608695652173,0.5769230769230769,0.34363839918371974,75,False,0,,prompt normalization involves cleaning inputs ensure
codex_0469,lora,data_preprocessing,intro,True,True,True,0.9180327868852459,0.8484848484848485,0.8818897637795275,0.8913043478260869,0.08196721311475409,0.8896648632570252,109,True,0,,prompt normalization uses targeted modeling mechanism
codex_0236,base,architectures,intermediate,False,False,False,0.2891566265060241,0.2857142857142857,0.2874251497005988,0.288135593220339,0.5903614457831325,0.30593477125797414,130,False,0,,sparse multi-headed embedding moe feed-forward layers
codex_0236,lora,architectures,intermediate,True,True,True,0.8292682926829268,0.8095238095238095,0.8192771084337348,0.7627118644067796,0.14634146341463414,0.8102930116497407,124,True,2,plural_subject_uses;how_should_ranks,sparse moe feed-forward layers uses targeted
codex_0247,base,theory_generalization,advanced,True,True,True,0.2711864406779661,0.2077922077922078,0.23529411764705882,0.18867924528301888,0.6610169491525424,0.23919373953610865,94,False,0,,double descent refers unexpected phenomenon test
codex_0247,lora,theory_generalization,advanced,True,True,True,0.922077922077922,0.922077922077922,0.922077922077922,0.8867924528301887,0.07792207792207792,0.9132565547659887,136,True,0,,double descent connects concrete technical mechanism
codex_0198,base,safety_robustness,intermediate,True,True,True,0.08695652173913043,0.056338028169014086,0.06837606837606837,0.08163265306122448,0.8913043478260869,0.0777381521170341,82,False,0,,challenge balancing confidence ambiguity responses
codex_0198,lora,safety_robustness,intermediate,True,True,True,0.5074626865671642,0.4788732394366197,0.4927536231884058,0.4489795918367347,0.40298507462686567,0.4974493106781973,121,True,0,,uncertainty-aware refusal connects concrete technical mechanism
codex_0168,base,systems_deployment,intermediate,False,False,True,0.20270270270270271,0.2112676056338028,0.20689655172413796,0.24528301886792453,0.6486486486486487,0.2381613884541666,117,False,0,,paged attention production addresses challenge serving
codex_0168,lora,systems_deployment,intermediate,True,True,True,0.8529411764705882,0.8169014084507042,0.8345323741007195,0.7547169811320755,0.14705882352941177,0.8173398462140387,105,True,0,,paged attention uses targeted modeling mechanism
codex_0372,base,evaluation_metrics,intermediate,False,False,True,0.44642857142857145,0.33783783783783783,0.38461538461538464,0.3076923076923077,0.5,0.3826923076923077,92,False,0,,bertscore evaluation metric designed comparing textual
codex_0372,lora,evaluation_metrics,intermediate,True,True,True,0.8888888888888888,0.8648648648648649,0.8767123287671232,0.8076923076923077,0.1111111111111111,0.8612838075166842,109,True,0,,bertscore uses targeted modeling mechanism reward
codex_0528,base,data_preprocessing,advanced,False,False,False,0.4,0.3235294117647059,0.35772357723577236,0.3617021276595745,0.4727272727272727,0.38415058734726615,84,False,0,,prompt normalization crucial ensuring inputs clean
codex_0528,lora,data_preprocessing,advanced,True,True,True,0.9117647058823529,0.9117647058823529,0.9117647058823528,0.8936170212765957,0.07352941176470588,0.9094336670838548,119,True,0,,prompt normalization connects concrete technical mechanism
codex_0414,base,evaluation_metrics,intro,True,True,True,0.3137254901960784,0.20253164556962025,0.24615384615384614,0.20754716981132076,0.5098039215686274,0.27310851190984375,81,False,0,,pairwise win rate addresses challenge capturing
codex_0414,lora,evaluation_metrics,intro,True,True,True,0.922077922077922,0.8987341772151899,0.9102564102564102,0.8679245283018868,0.06493506493506493,0.9033947184890581,127,True,0,,pairwise win rate uses targeted modeling
codex_0368,base,theory_generalization,intermediate,False,False,True,0.40350877192982454,0.3194444444444444,0.3565891472868217,0.2777777777777778,0.5263157894736842,0.35445056439548484,90,False,0,,paper discusses optimizing flat minima sharpness-aware
codex_0368,lora,theory_generalization,intermediate,True,True,True,0.9178082191780822,0.9305555555555556,0.9241379310344828,0.9259259259259259,0.0547945205479452,0.9277450620199794,122,True,0,,sharpness-aware minimization useful seek flatter minima
codex_0356,base,data_preprocessing,advanced,True,True,True,0.391304347826087,0.2571428571428571,0.3103448275862069,0.30434782608695654,0.5,0.3372938530734633,82,False,0,,data augmentation crucial increasing coverage robustness
codex_0356,lora,data_preprocessing,advanced,True,True,True,0.9154929577464789,0.9285714285714286,0.921985815602837,0.9347826086956522,0.07042253521126761,0.926323761253925,121,True,0,,data augmentation connects concrete technical mechanism
codex_0065,base,training_optimization,advanced,False,False,False,0.30612244897959184,0.375,0.33707865168539325,0.33962264150943394,0.5714285714285714,0.3514385656743087,151,False,0,,gradient accumulation allows multiple mini-batches processed
codex_0065,lora,training_optimization,advanced,True,True,True,0.9240506329113924,0.9125,0.9182389937106918,0.8867924528301887,0.06329113924050633,0.9131478385478863,127,True,0,,gradient accumulation connects concrete technical mechanism
codex_0230,base,safety_robustness,advanced,False,False,True,0.33783783783783783,0.3125,0.3246753246753247,0.37037037037037035,0.5675675675675675,0.35226265226265224,116,False,0,,prompt injection attack tests well machine
codex_0230,lora,safety_robustness,advanced,True,True,True,0.5185185185185185,0.525,0.5217391304347826,0.5,0.3950617283950617,0.5287842190016103,130,True,0,,prompt injection uses targeted modeling mechanism
codex_0496,base,theory_generalization,intermediate,False,True,False,0.22807017543859648,0.18055555555555555,0.20155038759689922,0.21568627450980393,0.6842105263157895,0.22222022223822208,88,False,0,,out-of-distribution generalization measures robustness testing unseen
codex_0496,lora,theory_generalization,intermediate,True,True,True,0.9041095890410958,0.9166666666666666,0.9103448275862068,0.9019607843137255,0.0821917808219178,0.9093683255068677,120,True,0,,out-of-distribution generalization useful measure robustness beyond
codex_0485,base,alignment_preference_learning,intermediate,False,True,False,0.34615384615384615,0.23376623376623376,0.27906976744186046,0.23214285714285715,0.5,0.3004775747508306,88,False,0,,rejection sampling fine-tuning improves data quality
codex_0485,lora,alignment_preference_learning,intermediate,True,True,True,0.5,0.5194805194805194,0.5095541401273885,0.4642857142857143,0.375,0.5155539126478617,136,True,0,,rejection sampling fine-tuning connects concrete technical
codex_0140,base,evaluation_metrics,intermediate,True,True,True,0.31746031746031744,0.25,0.27972027972027974,0.22807017543859648,0.5714285714285714,0.2891354259775312,99,False,0,,latency percentile approach helps assess service
codex_0140,lora,evaluation_metrics,intermediate,True,True,True,0.8414634146341463,0.8625,0.8518518518518519,0.8245614035087719,0.14634146341463414,0.8453002424761089,131,True,0,,latency percentiles useful show whether serving
codex_0489,base,safety_robustness,intermediate,True,True,True,0.375,0.2625,0.3088235294117648,0.22807017543859648,0.5535714285714286,0.30927594722099366,89,False,0,,prompt injection technique used testing adhere
codex_0489,lora,safety_robustness,intermediate,True,True,True,0.9375,0.9375,0.9375,0.9122807017543859,0.0625,0.9311951754385965,133,True,0,,prompt injection useful test whether follows
codex_0029,base,alignment_preference_learning,intermediate,False,False,False,0.36923076923076925,0.3116883116883117,0.3380281690140845,0.2545454545454545,0.5230769230769231,0.33799172658327586,102,False,0,,preference data margins valuable reducing noisy
codex_0029,lora,alignment_preference_learning,intermediate,True,True,True,0.9459459459459459,0.9090909090909091,0.9271523178807948,0.8909090909090909,0.05405405405405406,0.9209105553476415,121,True,0,,preference data margins useful reduce noisy
codex_0353,base,training_optimization,intermediate,True,True,True,0.3023255813953488,0.15853658536585366,0.20799999999999996,0.14814814814814814,0.5348837209302325,0.23160447889750213,74,False,0,,adamw weight decay benefits decoupling adaptive
codex_0353,lora,training_optimization,intermediate,True,True,True,0.9493670886075949,0.9146341463414634,0.9316770186335404,0.9074074074074074,0.0379746835443038,0.9301618605003305,131,True,0,,weight decay adamw useful regularize weights
codex_0412,base,systems_deployment,advanced,False,False,True,0.3392857142857143,0.2835820895522388,0.30894308943089427,0.32608695652173914,0.5178571428571429,0.3392090213603999,95,False,0,,tensor parallel inference evaluates splitting weights
codex_0412,lora,systems_deployment,advanced,True,True,True,0.8360655737704918,0.7611940298507462,0.796875,0.8478260869565217,0.16393442622950818,0.8154913578047042,106,True,0,,tensor parallelism connects concrete technical mechanism
codex_0393,base,alignment_preference_learning,intermediate,True,True,True,0.32608695652173914,0.20270270270270271,0.25,0.18518518518518517,0.5652173913043478,0.26151368760064414,75,False,0,,reward modeling reinforcement learning human feedback
codex_0393,lora,alignment_preference_learning,intermediate,True,True,True,0.9315068493150684,0.918918918918919,0.9251700680272108,0.8888888888888888,0.0547945205479452,0.9191050849563569,132,True,0,,rlhf reward modeling useful turn qualitative
codex_0131,base,data_preprocessing,intro,False,False,True,0.18181818181818182,0.14925373134328357,0.16393442622950818,0.1875,0.7090909090909091,0.18887201937406856,85,False,0,,training validation test splits essential evaluating
codex_0131,lora,data_preprocessing,intro,True,True,True,0.8571428571428571,0.8955223880597015,0.8759124087591241,0.875,0.12857142857142856,0.8750117309697601,115,True,0,,train-validation-test splits uses targeted modeling mechanism
codex_0468,base,systems_deployment,advanced,True,True,True,0.26,0.19117647058823528,0.22033898305084745,0.2,0.62,0.23920338983050848,89,False,0,,speculative decoding vulnerable divergence between draft
codex_0468,lora,systems_deployment,advanced,True,True,True,0.90625,0.8529411764705882,0.8787878787878787,0.8888888888888888,0.046875,0.8924636994949494,116,True,0,,speculative decoding connects concrete technical mechanism
codex_0342,base,data_preprocessing,intermediate,False,False,True,0.2804878048780488,0.3108108108108108,0.29487179487179493,0.3269230769230769,0.6585365853658537,0.3098733583489681,137,False,0,,data deduplication technique used machine learning
codex_0342,lora,data_preprocessing,intermediate,True,True,True,0.835820895522388,0.7567567567567568,0.7943262411347517,0.7307692307692307,0.14925373134328357,0.7868999926716661,105,True,0,,data deduplication uses targeted modeling mechanism
codex_0493,base,systems_deployment,intro,False,True,False,0.29850746268656714,0.28169014084507044,0.28985507246376807,0.2978723404255319,0.5373134328358209,0.3177841136592707,99,False,0,,low-rank adapter lora adapter merging simplifies
codex_0493,lora,systems_deployment,intro,True,True,True,0.8767123287671232,0.9014084507042254,0.8888888888888888,0.8936170212765957,0.1095890410958904,0.8902992324880987,120,True,0,,lora adapter merging uses targeted modeling
codex_0273,base,data_preprocessing,advanced,False,True,False,0.2830188679245283,0.21428571428571427,0.24390243902439024,0.21739130434782608,0.5471698113207547,0.26861381780347743,90,False,0,,data augmentation involves transforming input data
